TV,Radio,Newspaper,Sales
112.36203565420875,21.211100462348814,58.68411180208791,7.645808200779575
285.21429192297484,45.3177192547368,74.54394741843299,21.480230506777808
219.59818254342153,5.559874115307567,43.16595462296794,18.203727075166633
179.59754525911097,24.631255214542957,12.758030279556376,9.41665301103216
46.80559213273096,0.5676822383709534,28.377590579872447,11.825914541189913
46.798356100860794,23.433032099706313,36.30822963986351,8.478988778909052
17.42508365045984,2.8151637840918675,64.59172413316013,4.057193792565098
259.85284373248055,5.940895813403596,57.077830466891186,23.76741546324754
180.33450352296265,5.876312338855244,35.60967258978462,7.768981453119531
212.42177333881364,32.460515105803175,98.65152487929797,21.42399048952261
6.175348288740734,37.30224396327117,60.577481935688716,6.68200493022942
290.9729556485983,29.168438254857982,23.72267917359945,11.564074669497973
249.7327922401265,48.10862742372709,10.178247262040374,25.667614063260736
63.701733203482846,18.743528976185203,15.285913918433202,9.386713401486496
54.54749016213019,14.285604314093037,24.595772838450813,9.894674222800358
55.02135295603014,43.429956409473014,16.06813732595557,12.778784115949176
91.27267288786132,11.179791925972632,18.656702405130577,8.646328651115239
157.42692948967135,48.161126972030566,28.50951686938471,8.557859210122423
129.58350559263474,0.6077237344908171,17.33735952947548,7.131668908022965
87.36874205941257,48.493941335381955,89.67654246264252,6.414337267308353
183.55586841671385,2.1579955975288057,8.023374566164222,13.676117574584017
41.84815819561255,44.557155684903556,52.451138957025464,7.861857338923448
87.64339456056544,26.385055454314994,41.03968269896615,10.386364154267065
109.90855298810752,49.64823980596502,98.23786169086064,14.050046317167922
136.82099526511078,3.689828236769943,11.203890216805235,11.907419608745386
235.55278841790408,27.69271422006604,39.785559904574164,28.502693646098052
59.90213464750792,48.46512678095495,96.94704332753689,7.254844621337347
154.27033152408347,26.15489220850744,86.55071258939803,28.022927716734905
177.72437065861274,31.469931906763126,81.707207094928,17.847775949391018
13.935123815999317,34.78743444923086,25.790282704493983,4.481260734029274
182.26345557043152,22.727053238388663,17.088758739006582,7.186743263228366
51.15723710618746,31.377904004203174,66.8643219924431,8.780792942866274
19.515477895583857,29.21571559615501,92.93759891275857,5.621481618027975
284.66566117599996,45.057900524549446,55.67628930139298,26.04482623481357
289.6896099223678,2.2723190170728937,57.161268946989985,24.070478806590884
242.51920443493833,14.048159479611517,27.997909366028416,16.523259010367852
91.3841307520112,47.520574203827934,76.94929331919369,6.400907583973811
29.30163420191516,44.51318919454582,18.704374855752338,3.6186095079239458
205.26990795364708,22.782837639285646,32.367923640424365,12.067297952293597
132.0457481218804,31.006629890076837,42.54364386164168,15.851200785031072
36.61147045343365,13.869059149056634,50.7610378684455,7.279815870426525
148.55307303338105,9.406057986188065,24.240973241508023,5.63016515972156
10.316556334565519,23.18492024699911,11.483682473920354,5.742607665907936
272.79612062363464,17.66761140130264,61.06200424416326,22.178516002877288
77.63399448000507,29.182805592543602,28.863055324025577,5.939320788104614
198.75668530619458,3.8867318482492417,58.123822142261226,16.00817614643756
93.51332282682328,48.71974038330833,15.436271527420232,9.897173580168458
156.02040635334325,49.31053722398014,48.114010185481746,6.308249310316473
164.01308380298389,34.90808570098726,53.258943255158584,15.318895799991019
55.45633665765811,26.80481831720602,5.182353682242691,9.266573023851606
290.8753883293676,15.476380814316387,33.660427819392055,30.077809187820044
232.53984700833436,40.68975098534743,13.441467693897424,25.03232344116958
281.8496824692567,34.23655862769397,6.337497047276774,6.065944538315918
268.44820512829466,8.130846967244565,98.99602323899452,9.931861755812033
179.36999364332553,45.546359224692125,32.235384497472296,17.254991127534108
276.562270506935,41.12686214615845,80.98744458546349,23.604713750424313
26.54775061557585,47.4899956645962,25.464065476376383,7.25263594302031
58.79485872574356,36.285975419418,68.15027222239293,18.58809853797993
13.56818667316142,30.670759796789493,76.02278598896865,6.481678314921878
97.5990992289793,20.912151814530944,59.56387406078443,14.340426109539735
116.6031869068446,46.63642416770066,47.15761885501584,15.12135048697715
81.40470953216877,43.30319447502042,41.18409141472685,11.31241619604457
248.6212527455788,2.2609335053094703,34.88682665429953,14.764314355999543
107.02599800807678,1.3183487248626002,92.95291442478259,13.547152269318227
84.28035290621423,18.82316834390248,83.06194077877291,6.487172976291721
162.80882494747453,40.52766653909165,96.50269106665125,11.74693786796255
42.27726749242879,49.363806465747224,12.429722348554472,6.0129044905129785
240.6590942262119,7.520844555176409,73.08674752036443,17.70594153745481
22.365193103931247,29.706535767606756,93.83404568210378,9.985951796269722
296.06608098015516,19.044542831551077,18.123306616566015,1.3510222247772035
231.67343078899722,48.49571989073016,6.6496267366777495,22.03957931136359
59.61470446025172,42.105946156785436,74.11206492900591,3.4837719506430807
1.6566351370807197,41.91643523555689,57.44731131799119,4.587445323729358
244.63842853645025,23.434657989748516,84.1828776758272,26.312846907667655
212.05720315428513,20.74097511688326,13.97723766262895,16.076071408852357
218.7021504122962,13.670353596535312,79.52673118598902,7.78620972682265
231.38110400578373,2.8187748325463557,20.162732004774455,10.88851863258911
22.21339552022711,43.23611881275266,16.36559428657045,7.24315273269829
107.53971856328178,40.64505045650388,16.426579793099293,7.290316635760764
34.760717857538914,49.98588366430653,81.45747202313821,7.180222161267916
258.93102776267807,49.831841853695266,66.51972206962002,18.34612212833764
186.98943804826737,27.771585280131372,52.30654247691193,10.04260006988153
99.26940745579475,38.44937075902553,35.88304841235025,18.49225624308542
19.067505085807092,47.238286494121404,87.72005408131082,6.9499119020695215
93.29469651469866,42.482369533870575,39.244510742263536,1.971540348440926
97.55499660802411,12.367405087159883,81.65994394715771,10.609890646517124
218.88185350141922,22.527206765504676,43.91349085702184,10.936714769382881
191.26724140656393,6.457970757574749,37.69444294249076,20.307072578008572
266.16382277289796,47.70255136293612,46.26797856696064,11.187459919170774
141.66447754858478,30.308731722544003,30.13778741641421,11.480865094876581
35.87827378149051,11.432140275173136,74.76093801762511,7.8424431235979055
213.9734361668985,33.58503422029283,50.27203900924791,22.121885415792686
228.23551458506924,30.90641202289479,23.22126951468173,6.9929712786281435
168.38315927084886,17.908135901642027,89.95745732745685,11.39492548157443
231.2901539863683,5.677879609981451,38.38912213732114,12.794057163551825
148.13867890931724,33.57865977963998,54.35528611139886,8.850104830702918
156.81984881459823,26.015385045189664,90.6472110964547,22.912194692510198
128.2623055075649,38.61591958678196,62.42379959139921,13.376413624426714
7.625738023228557,26.00817505559967,11.689804070836407,3.8319478254228363
32.367428097991336,42.609075015927004,93.98321236134751,8.427498269209677
9.428755706020276,27.595341938724278,62.770805307141785,8.193872752863122
190.92312337913413,28.046898576769312,33.49056146570861,21.492266199254146
